	HGNC_ID	Gene_symbol	Gene synonym	Ensembl	Protein class	Disease involvement	Source	Source_Date	Download_Date
9702	HGNC:6875	MAPK13	p38delta, PRKM13, SAPK4	ENSG00000156711	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9703	HGNC:6876	MAPK14	CSBP1, CSBP2, CSPB1, Mxi2, p38, PRKM14, PRKM15	ENSG00000112062	Cancer-related genes, Enzymes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9704	HGNC:24667	MAPK15	ERK7, ERK8	ENSG00000181085	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9705	HGNC:19840	MAPK1IP1L	C14orf32	ENSG00000168175	Predicted intracellular proteins		HPA	20210914	20210914
9706	HGNC:6877	MAPK3	ERK1, p44erk1, p44mapk, PRKM3	ENSG00000102882	Cancer-related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, RAS pathway related proteins	Cancer-related genes, FDA approved drug targets	HPA	20210914	20210914
9707	HGNC:6878	MAPK4	Erk3-related, Erk4, PRKM4	ENSG00000141639	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9708	HGNC:6879	MAPK6	ERK3, HsT17250, p97MAPK, PRKM6	ENSG00000069956	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9709	HGNC:6880	MAPK7	BMK1, ERK5, PRKM7	ENSG00000166484	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9710	HGNC:6881	MAPK8	JNK, JNK1, PRKM8, SAPK1	ENSG00000107643	Cancer-related genes, Enzymes, Predicted intracellular proteins, RAS pathway related proteins	Cancer-related genes	HPA	20210914	20210914
9711	HGNC:6882	MAPK8IP1	IB1, JIP-1, JIP1, PRKM8IP	ENSG00000121653	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes, Diabetes mellitus, Disease mutation	HPA	20210914	20210914
9712	HGNC:6883	MAPK8IP2	IB2, JIP2, PRKM8IPL	ENSG00000008735	Predicted intracellular proteins		HPA	20210914	20210914
9713	HGNC:6884	MAPK8IP3	JIP3, JSAP1, KIAA1066, syd	ENSG00000138834	Predicted intracellular proteins	Disease mutation, Mental retardation	HPA	20210914	20210914
9714	HGNC:6886	MAPK9	JNK2, p54a, PRKM9, SAPK	ENSG00000050748	Enzymes, Predicted intracellular proteins, RAS pathway related proteins		HPA	20210914	20210914
9715	HGNC:18752	MAPKAP1	MGC2745, MIP1, SIN1	ENSG00000119487	Predicted intracellular proteins		HPA	20210914	20210914
9716	HGNC:6887	MAPKAPK2		ENSG00000162889	Cancer-related genes, Enzymes, Predicted membrane proteins	Cancer-related genes	HPA	20210914	20210914
9717	HGNC:6888	MAPKAPK3	3pK, MAPKAP3	ENSG00000114738	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
9718	HGNC:6889	MAPKAPK5	PRAK	ENSG00000089022	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Tumor suppressor	HPA	20210914	20210914
9719	HGNC:29536	MAPKBP1	KIAA0596	ENSG00000137802	Disease related genes, Predicted intracellular proteins	Disease mutation, Nephronophthisis	HPA	20210914	20210914
9720	HGNC:6890	MAPRE1	EB1	ENSG00000101367	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9721	HGNC:6891	MAPRE2	EB1, EB2, RP1	ENSG00000166974	Disease related genes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9722	HGNC:6892	MAPRE3	EB3, RP3	ENSG00000084764	Predicted intracellular proteins		HPA	20210914	20210914
9723	HGNC:6893	MAPT	DDPAC, FLJ31424, FTDP-17, MAPTL, MGC138549, MSTD, MTBT1, MTBT2, PPND, PPP1R103, tau	ENSG00000186868	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Alzheimer disease, Disease mutation, FDA approved drug targets, Neurodegeneration, Parkinsonism	HPA	20210914	20210914
9724	HGNC:26189	MARC1	FLJ22390, MOSC1	ENSG00000186205	Predicted intracellular proteins		HPA	20210914	20210914
9725	HGNC:26064	MARC2	FLJ20605, MOSC2	ENSG00000117791	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9726	HGNC:26077	MARCH1	FLJ20668, MARCH-I, RNF171	ENSG00000145416	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9727	HGNC:26655	MARCH10	FLJ35757, MARCH-X, RNF190	ENSG00000173838	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9728	HGNC:33609	MARCH11	MARCH-XI, RNF226	ENSG00000183654	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9729	HGNC:28038	MARCH2	HSPC240, MARCH-II, RNF172	ENSG00000099785	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9730	HGNC:28728	MARCH3	MARCH-III, MGC48332, RNF173	ENSG00000173926	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9731	HGNC:29269	MARCH4	KIAA1399, MARCH-IV, RNF174	ENSG00000144583	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
9732	HGNC:26025	MARCH5	FLJ20445, MARCH-V, MITOL, RNF153	ENSG00000198060	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
9733	HGNC:30550	MARCH6	MARCH-VI, RNF176, TEB4	ENSG00000145495	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Epilepsy	HPA	20210914	20210914
9734	HGNC:17393	MARCH7	AXOT, MARCH-VII, RNF177	ENSG00000136536	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9735	HGNC:23356	MARCH8	c-MIR, CMIR, MARCH-VIII, MIR, RNF178	ENSG00000165406	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9736	HGNC:25139	MARCH9	FLJ36578, RNF179	ENSG00000139266	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
9737	HGNC:6759	MARCKS	80K-L, MACS, PKCSL	ENSG00000277443	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9738	HGNC:7142	MARCKSL1	F52, MacMARCKS, MLP, MLP1	ENSG00000175130	Predicted intracellular proteins		HPA	20210914	20210914
9739	HGNC:6895	MARCO	SCARA2, SR-A6	ENSG00000019169	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9740	HGNC:53644	MARCOL		ENSG00000248109	Predicted intracellular proteins		HPA	20210914	20210914
9741	HGNC:29562	MARF1	KIAA0430, LKAP, LMKB, Marf1, PPP1R34	ENSG00000166783	Predicted intracellular proteins		HPA	20210914	20210914
9742	HGNC:6896	MARK1	MARK, PAR-1C	ENSG00000116141	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Autism, Autism spectrum disorder	HPA	20210914	20210914
9743	HGNC:3332	MARK2	EMK1, PAR-1, PAR-1B, Par1b	ENSG00000072518	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9744	HGNC:6897	MARK3	CTAK1, KP78, PAR-1A	ENSG00000075413	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
9745	HGNC:13538	MARK4	FLJ90097, KIAA1860, MARKL1, Nbla00650, PAR-1D	ENSG00000007047	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9746	HGNC:6898	MARS	CMT2U, MetRS, SPG70	ENSG00000166986	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy	HPA	20210914	20210914
9747	HGNC:25133	MARS2	mtMetRS, SPAX3	ENSG00000247626	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Deafness, Disease mutation, Neurodegeneration, Primary mitochondrial disease	HPA	20210914	20210914
9748	HGNC:28674	MARVELD1	bA548K23.8, FLJ22343, FLJ23440, GB14, MGC4415, MRVLDC1	ENSG00000155254	Predicted membrane proteins		HPA	20210914	20210914
9749	HGNC:26401	MARVELD2	DFNB49, FLJ30532, MRVLDC2, TRIC	ENSG00000152939	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Deafness, Non-syndromic deafness	HPA	20210914	20210914
9750	HGNC:30525	MARVELD3	MRVLDC3	ENSG00000140832	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
9751	HGNC:6899	MAS1		ENSG00000130368	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins	Proto-oncogene	HPA	20210914	20210914
9752	HGNC:13961	MAS1L	dJ994E9.2, MAS-L, MRG	ENSG00000204687	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
9753	HGNC:6901	MASP1	CRARF, MASP, PRSS5	ENSG00000127241	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Disease mutation	HPA	20210914	20210914
9754	HGNC:6902	MASP2	MASP1P1	ENSG00000009724	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted secreted proteins	Disease mutation	HPA	20210914	20210914
9755	HGNC:19034	MAST1	KIAA0973, SAST	ENSG00000105613	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Mental retardation	HPA	20210914	20210914
9756	HGNC:19035	MAST2	KIAA0807, MAST205	ENSG00000086015	Cancer-related genes, Enzymes, Predicted membrane proteins	Cancer-related genes	HPA	20210914	20210914
9757	HGNC:19036	MAST3	KIAA0561	ENSG00000099308	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9758	HGNC:19037	MAST4	KIAA0303	ENSG00000069020	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9759	HGNC:19042	MASTL	FLJ14813, Gwl, THC2	ENSG00000120539	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
9760	HGNC:6903	MAT1A	MAT, MATA1, SAMS, SAMS1	ENSG00000151224	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
9761	HGNC:6904	MAT2A	MATA2, MATII, SAMS2	ENSG00000168906	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9762	HGNC:6905	MAT2B	MATIIbeta, SDR23E1	ENSG00000038274	Predicted intracellular proteins		HPA	20210914	20210914
9763	HGNC:6906	MATK	CHK, CTK, DKFZp434N1212, HHYLTK, HYL, HYLTK, Lsk, MGC1708, MGC2101	ENSG00000007264	Cancer-related genes, Enzymes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9764	HGNC:6907	MATN1	CMP, CRTM	ENSG00000162510	Predicted secreted proteins		HPA	20210914	20210914
9765	HGNC:6908	MATN2		ENSG00000132561	Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
9766	HGNC:6909	MATN3	EDM5, HOA	ENSG00000132031	Disease related genes, Predicted secreted proteins	Disease mutation, Dwarfism	HPA	20210914	20210914
9767	HGNC:6910	MATN4		ENSG00000124159	Plasma proteins, Predicted secreted proteins		HPA	20210914	20210914
9768	HGNC:6912	MATR3	KIAA0723, MGC9105, MPD2, VCPDM	ENSG00000015479	Disease related genes, Plasma proteins, Predicted intracellular proteins	Amyotrophic lateral sclerosis, Disease mutation, Neurodegeneration	HPA	20210914	20210914
9769	HGNC:6912	MATR3		ENSG00000280987	Predicted intracellular proteins		HPA	20210914	20210914
9770	HGNC:29140	MAU2	KIAA0892, mau-2, MAU2L, MGC75361, SCC4	ENSG00000129933	Predicted intracellular proteins		HPA	20210914	20210914
9771	HGNC:29233	MAVS	Cardif, IPS-1, KIAA1271, VISA	ENSG00000088888	Predicted membrane proteins		HPA	20210914	20210914
9772	HGNC:6913	MAX	bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8	ENSG00000125952	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Cancer-related genes, Disease mutation	HPA	20210914	20210914
9773	HGNC:6914	MAZ	Pur-1, ZF87, Zif87, ZNF801	ENSG00000103495	Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
9774	HGNC:6915	MB	PVALB	ENSG00000198125	Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Transporters		HPA	20210914	20210914
9775	HGNC:30438	MB21D2	C3orf59	ENSG00000180611	Predicted intracellular proteins		HPA	20210914	20210914
9776	HGNC:6916	MBD1	CXXC3, PCM1	ENSG00000141644	Cancer-related genes, Predicted intracellular proteins, Transcription factors	Cancer-related genes	HPA	20210914	20210914
9777	HGNC:6917	MBD2		ENSG00000134046	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9778	HGNC:6918	MBD3		ENSG00000071655	Predicted intracellular proteins		HPA	20210914	20210914
9779	HGNC:15774	MBD3L1	MBD3L	ENSG00000170948	Predicted intracellular proteins		HPA	20210914	20210914
9780	HGNC:18532	MBD3L2		ENSG00000230522	Predicted intracellular proteins		HPA	20210914	20210914
9781	HGNC:53435	MBD3L2B		ENSG00000196589	Predicted intracellular proteins		HPA	20210914	20210914
9782	HGNC:37205	MBD3L3		ENSG00000182315	Predicted intracellular proteins		HPA	20210914	20210914
9783	HGNC:37206	MBD3L4		ENSG00000205718	Predicted intracellular proteins		HPA	20210914	20210914
9784	HGNC:37204	MBD3L5		ENSG00000237247	Predicted intracellular proteins		HPA	20210914	20210914
9785	HGNC:6919	MBD4	MED1	ENSG00000129071	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9786	HGNC:20444	MBD5	FLJ11113, KIAA1461	ENSG00000204406	Disease related genes, Predicted intracellular proteins	Mental retardation	HPA	20210914	20210914
9787	HGNC:20445	MBD6	KIAA1887	ENSG00000166987	Predicted intracellular proteins		HPA	20210914	20210914
9788	HGNC:20427	MBIP		ENSG00000151332	Predicted intracellular proteins		HPA	20210914	20210914
9789	HGNC:6922	MBL2	COLEC1, MBL	ENSG00000165471	Plasma proteins, Predicted secreted proteins		HPA	20210914	20210914
9790	HGNC:22180	MBLAC1	MGC49416	ENSG00000214309	Predicted intracellular proteins		HPA	20210914	20210914
9791	HGNC:33711	MBLAC2	DKFZp686P15118, MGC46734	ENSG00000176055	Predicted intracellular proteins		HPA	20210914	20210914
9792	HGNC:6923	MBNL1	EXP, EXP35, EXP40, EXP42, KIAA0428, MBNL	ENSG00000152601	Disease related genes, Predicted intracellular proteins	Corneal dystrophy, Disease mutation	HPA	20210914	20210914
9793	HGNC:16746	MBNL2	MBLL, MBLL39	ENSG00000139793	Predicted intracellular proteins		HPA	20210914	20210914
9794	HGNC:20564	MBNL3	CHCR, FLJ11316, MBLX39, MBXL	ENSG00000076770	Predicted intracellular proteins		HPA	20210914	20210914
9795	HGNC:21579	MBOAT1	dJ434O11.1, LPEAT1, MGC44669, OACT1	ENSG00000172197	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
9796	HGNC:25193	MBOAT2	FLJ14415, FLJ90298, OACT2	ENSG00000143797	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
9797	HGNC:32311	MBOAT4	FKSG89, GOAT, OACT4	ENSG00000177669	Predicted membrane proteins		HPA	20210914	20210914
9798	HGNC:15505	MBOAT7	BB1, hMBOA-7, LENG4, LPIAT	ENSG00000125505	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Disease mutation, Mental retardation	HPA	20210914	20210914
9799	HGNC:6925	MBP		ENSG00000197971	Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Autoimmune encephalomyelitis	HPA	20210914	20210914
9800	HGNC:19866	MBTD1	FLJ20055, SA49P01	ENSG00000011258	Disease related genes, Predicted intracellular proteins		HPA	20210914	20210914
9801	HGNC:15456	MBTPS1	KIAA0091, PCSK8, S1P, SKI-1	ENSG00000140943	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Dwarfism	HPA	20210914	20210914
9802	HGNC:15455	MBTPS2	KFSD, S2P	ENSG00000012174	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Disease mutation, Ichthyosis, Osteogenesis imperfecta, Palmoplantar keratoderma	HPA	20210914	20210914
9803	HGNC:6929	MC1R	MSH-R	ENSG00000258839	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
9804	HGNC:6930	MC2R	ACTHR	ENSG00000185231	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters	Disease mutation, FDA approved drug targets	HPA	20210914	20210914
9805	HGNC:6931	MC3R	MC3	ENSG00000124089	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
9806	HGNC:6932	MC4R		ENSG00000166603	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation, Obesity	HPA	20210914	20210914
9807	HGNC:6933	MC5R		ENSG00000176136	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
9808	HGNC:6934	MCAM	CD146, MUC18	ENSG00000076706	CD markers, Plasma proteins, Predicted membrane proteins		HPA	20210914	20210914
9809	HGNC:29622	MCAT	fabD, FASN2C, MCT, MCT1, MT, NET62	ENSG00000100294	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9810	HGNC:6935	MCC		ENSG00000171444	Predicted intracellular proteins	Tumor suppressor	HPA	20210914	20210914
9811	HGNC:6936	MCCC1	MCCA	ENSG00000078070	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
9812	HGNC:6937	MCCC2	MCCB	ENSG00000131844	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
9813	HGNC:20668	MCCD1		ENSG00000204511	Predicted intracellular proteins		HPA	20210914	20210914
9814	HGNC:16732	MCEE	GLOD2	ENSG00000124370	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins		HPA	20210914	20210914
9815	HGNC:27291	MCEMP1	C19orf59, MGC132456	ENSG00000183019	Predicted membrane proteins		HPA	20210914	20210914
9816	HGNC:6940	MCF2	ARHGEF21, DBL	ENSG00000101977	Plasma proteins, Predicted intracellular proteins	Proto-oncogene	HPA	20210914	20210914
9817	HGNC:14576	MCF2L	ARHGEF14, DBS, KIAA0362, OST	ENSG00000126217	Predicted intracellular proteins	Proto-oncogene	HPA	20210914	20210914
9818	HGNC:30319	MCF2L2	ARHGEF22, KIAA0861	ENSG00000053524	Disease related genes, Predicted intracellular proteins	Diabetes mellitus	HPA	20210914	20210914
9819	HGNC:18451	MCFD2	F5F8D, LMAN1IP, SDNSF	ENSG00000180398	Disease related genes, Plasma proteins, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
9820	HGNC:4479	MCHR1	GPR24, MCH1R, SLC1	ENSG00000128285	G-protein coupled receptors, Predicted membrane proteins, Transporters		HPA	20210914	20210914
9821	HGNC:20867	MCHR2	GPR145, MCH2, MCH2R, SLT	ENSG00000152034	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
9822	HGNC:40050	MCIDAS	IDAS, MCI, MCIN	ENSG00000234602	Predicted intracellular proteins	Ciliopathy, Disease mutation, Primary ciliary dyskinesia	HPA	20210914	20210914
9823	HGNC:6943	MCL1	BCL2L3, Mcl-1	ENSG00000143384	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Cancer-related genes	HPA	20210914	20210914
9824	HGNC:18043	MCM10	CNA43, DNA43, PRO2249	ENSG00000065328	Predicted intracellular proteins		HPA	20210914	20210914
9825	HGNC:6944	MCM2	BM28, CCNL1, cdc19, CDCL1, D3S3194, DFNA70, KIAA0030	ENSG00000073111	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Cancer-related genes, Deafness, Disease mutation, Non-syndromic deafness	HPA	20210914	20210914
9826	HGNC:6945	MCM3		ENSG00000112118	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9827	HGNC:6946	MCM3AP	GANP, KIAA0572, Map80, SAC3	ENSG00000160294	Predicted intracellular proteins, Transporters	Mental retardation, Neuropathy	HPA	20210914	20210914
9828	HGNC:6947	MCM4	CDC21, CDC54, hCdc21, MGC33310, P1-Cdc21	ENSG00000104738	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins		HPA	20210914	20210914
9829	HGNC:6948	MCM5	CDC46	ENSG00000100297	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Cancer-related genes, Disease mutation, Dwarfism	HPA	20210914	20210914
9830	HGNC:6949	MCM6	Mis5	ENSG00000076003	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9831	HGNC:6950	MCM7	CDC47, MCM2, PPP1R104	ENSG00000166508	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9832	HGNC:16147	MCM8	C20orf154, dJ967N21.5, MGC119522, MGC119523, MGC12866, MGC4816, REC	ENSG00000125885	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation, Premature ovarian failure	HPA	20210914	20210914
9833	HGNC:21484	MCM9	C6orf61, dJ329L24.3, FLJ20170, MCMDC1, MGC35304	ENSG00000111877	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins		HPA	20210914	20210914
9834	HGNC:25782	MCMBP	C10orf119, FLJ13081, MCM-BP	ENSG00000197771	Predicted intracellular proteins		HPA	20210914	20210914
9835	HGNC:26368	MCMDC2	C8orf45, FLJ25692	ENSG00000178460	Predicted intracellular proteins		HPA	20210914	20210914
9836	HGNC:13356	MCOLN1	ML4, MLIV, MST080, MSTP080, TRPM-L1, TRPML1	ENSG00000090674	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Disease mutation, Mucolipidosis	HPA	20210914	20210914
9837	HGNC:13357	MCOLN2	FLJ36691, TRP-ML2, TRPML2	ENSG00000153898	Predicted membrane proteins, Transporters, Voltage-gated ion channels		HPA	20210914	20210914
9838	HGNC:13358	MCOLN3	FLJ11006, TRP-ML3, TRPML3	ENSG00000055732	Predicted membrane proteins, Transporters, Voltage-gated ion channels		HPA	20210914	20210914
9839	HGNC:6954	MCPH1	BRIT1, FLJ12847	ENSG00000147316	Disease related genes, Predicted intracellular proteins	Mental retardation, Primary microcephaly	HPA	20210914	20210914
9840	HGNC:28007	MCRIP1	FAM195B, GRAN2, MCRIP	ENSG00000225663	Predicted intracellular proteins		HPA	20210914	20210914
9841	HGNC:14142	MCRIP2	C16orf14, FAM195A, MGC15416	ENSG00000172366	Predicted intracellular proteins		HPA	20210914	20210914
9842	HGNC:6960	MCRS1	ICP22BP, INO80Q, MCRS2, MSP58, P78	ENSG00000187778	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9843	HGNC:26183	MCTP1	FLJ22344	ENSG00000175471	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9844	HGNC:25636	MCTP2	FLJ11175, FLJ33303	ENSG00000140563	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9845	HGNC:23357	MCTS1	MCT-1	ENSG00000232119	Predicted intracellular proteins	Tumor suppressor	HPA	20210914	20210914
9846	HGNC:23526	MCU	C10orf42, CCDC109A, FLJ46135	ENSG00000156026	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9847	HGNC:26076	MCUB	CCDC109B, FLJ20647	ENSG00000005059	Predicted membrane proteins, Transporters		HPA	20210914	20210914
9848	HGNC:21097	MCUR1	C6orf79, CCDC90A, FLJ20958	ENSG00000050393	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9849	HGNC:21163	MDC1	Em:AB023051.5, KIAA0170, NFBD1	ENSG00000137337	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9850	HGNC:6967	MDFI	I-mfa	ENSG00000112559	Predicted intracellular proteins		HPA	20210914	20210914
9851	HGNC:28870	MDFIC	HIC, MDFIC1	ENSG00000135272	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9852	HGNC:53442	MDFIC2		ENSG00000242120	Predicted intracellular proteins		HPA	20210914	20210914
9853	HGNC:19267	MDGA1	GPIM, MAMDC3	ENSG00000112139	Predicted intracellular proteins		HPA	20210914	20210914
9854	HGNC:19835	MDGA2	MAMDC1	ENSG00000139915	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9855	HGNC:6970	MDH1		ENSG00000014641	Cancer-related genes, Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9856	HGNC:17836	MDH1B	FLJ25341, RP11-95H11	ENSG00000138400	Predicted intracellular proteins		HPA	20210914	20210914
9857	HGNC:6971	MDH2		ENSG00000146701	Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
9858	HGNC:6972	MDK	FLJ27379, MK, NEGF2	ENSG00000110492	Cancer-related genes, Predicted secreted proteins	Cancer-related genes	HPA	20210914	20210914
9859	HGNC:29917	MDM1		ENSG00000111554	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
9860	HGNC:6973	MDM2	HDM2, MGC5370	ENSG00000135679	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Cancer-related genes, Proto-oncogene	HPA	20210914	20210914
9861	HGNC:6974	MDM4	HDMX, MDMX	ENSG00000198625	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
9862	HGNC:18302	MDN1	KIAA0301, Rea1	ENSG00000112159	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9863	HGNC:28781	MDP1	FN6Pase, MGC5987	ENSG00000213920	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
9864	HGNC:6983	ME1		ENSG00000065833	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9865	HGNC:6984	ME2		ENSG00000082212	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9866	HGNC:6985	ME3		ENSG00000151376	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9867	HGNC:6986	MEA1	MEA	ENSG00000124733	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
9868	HGNC:25674	MEAF6	C1orf149, CENP-28, Eaf6, FLJ11730, NY-SAR-91	ENSG00000163875	Disease related genes, Predicted intracellular proteins		HPA	20210914	20210914
9869	HGNC:3498	MECOM	EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3	ENSG00000085276	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Cancer-related genes, Disease mutation, Proto-oncogene	HPA	20210914	20210914
9870	HGNC:6990	MECP2	MRX16, MRX79, RTT	ENSG00000169057	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Autism, Autism spectrum disorder, Cancer-related genes, Disease mutation, Mental retardation	HPA	20210914	20210914
9871	HGNC:19691	MECR	CGI-63, ETR1, FASN2B, NRBF1	ENSG00000116353	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Dystonia	HPA	20210914	20210914
